date,country,daily_vaccinations_dose1,daily_vaccinations_dose2,daily_vaccinations_booster,cumulative_dose1,cumulative_dose2,cumulative_booster,total_vaccinations
2024-01-23,Germany,170029,156595,77711,177435519,145068918,78329496,400833933
2024-01-24,Germany,65581,134444,60751,177501100,145203362,78390247,401094709
2024-01-25,Germany,70866,98961,138592,177571966,145302323,78528839,401403128
2024-01-26,Germany,191874,118628,88838,177763840,145420951,78617677,401802468
2024-01-27,Germany,70681,122784,83151,177834521,145543735,78700828,402079084
2024-01-28,Germany,158654,118840,115186,177993175,145662575,78816014,402471764
2024-01-29,Germany,57659,141073,81422,178050834,145803648,78897436,402751918
2024-01-30,Germany,112180,73240,98441,178163014,145876888,78995877,403035779
2024-01-31,Germany,116814,117864,104908,178279828,145994752,79100785,403375365
2024-02-01,Germany,124527,104452,58165,178404355,146099204,79158950,403662509
2024-02-02,Germany,128577,49882,147860,178532932,146149086,79306810,403988828
2024-02-03,Germany,97105,134786,122141,178630037,146283872,79428951,404342860
2024-02-04,Germany,100493,65526,98649,178730530,146349398,79527600,404607528
2024-02-05,Germany,115248,42494,111574,178845778,146391892,79639174,404876844
2024-02-06,Germany,161003,155372,68369,179006781,146547264,79707543,405261588
2024-02-07,Germany,55232,41986,90550,179062013,146589250,79798093,405449356
2024-02-08,Germany,73051,150827,70383,179135064,146740077,79868476,405743617
2024-02-09,Germany,106400,41816,117603,179241464,146781893,79986079,406009436
2024-02-10,Germany,102953,57879,114933,179344417,146839772,80101012,406285201
2024-02-11,Germany,157253,92134,50017,179501670,146931906,80151029,406584605
2024-02-12,Germany,92927,88445,74006,179594597,147020351,80225035,406839983
2024-02-13,Germany,164384,155368,96533,179758981,147175719,80321568,407256268
2024-02-14,Germany,171397,76878,127129,179930378,147252597,80448697,407631672
2024-02-15,Germany,81758,88551,54496,180012136,147341148,80503193,407856477
2024-02-16,Germany,53446,90461,110722,180065582,147431609,80613915,408111106
2024-02-17,Germany,122720,116172,72926,180188302,147547781,80686841,408422924
2024-02-18,Germany,103603,91784,56601,180291905,147639565,80743442,408674912
2024-02-19,Germany,67097,133328,110496,180359002,147772893,80853938,408985833
2024-02-20,Germany,105338,51489,139621,180464340,147824382,80993559,409282281
2024-02-21,Germany,165582,55480,130634,180629922,147879862,81124193,409633977
2024-02-22,Germany,134069,120739,108086,180763991,148000601,81232279,409996871
2024-02-23,Germany,133007,149697,85287,180896998,148150298,81317566,410364862
2024-02-24,Germany,121707,161829,103910,181018705,148312127,81421476,410752308
2024-02-25,Germany,124502,90566,101360,181143207,148402693,81522836,411068736
2024-02-26,Germany,173699,158313,98696,181316906,148561006,81621532,411499444
2024-02-27,Germany,72384,119580,52368,181389290,148680586,81673900,411743776
2024-02-28,Germany,81584,124240,94034,181470874,148804826,81767934,412043634
2024-02-29,Germany,94780,50556,92438,181565654,148855382,81860372,412281408
2024-03-01,Germany,155834,93786,101650,181721488,148949168,81962022,412632678
2024-03-02,Germany,71053,108553,78431,181792541,149057721,82040453,412890715
2024-03-03,Germany,171964,104356,99392,181964505,149162077,82139845,413266427
2024-03-04,Germany,131188,81239,52931,182095693,149243316,82192776,413531785
2024-03-05,Germany,194599,70833,113020,182290292,149314149,82305796,413910237
2024-03-06,Germany,169506,100218,145441,182459798,149414367,82451237,414325402
2024-03-07,Germany,179873,118486,99950,182639671,149532853,82551187,414723711
2024-03-08,Germany,194422,84006,133005,182834093,149616859,82684192,415135144
2024-03-09,Germany,123469,172041,66025,182957562,149788900,82750217,415496679
2024-03-10,Germany,170454,141013,117206,183128016,149929913,82867423,415925352
2024-03-11,Germany,166605,82680,136673,183294621,150012593,83004096,416311310
2024-03-12,Germany,105582,81935,74741,183400203,150094528,83078837,416573568
2024-03-13,Germany,78094,87737,86734,183478297,150182265,83165571,416826133
2024-03-14,Germany,188070,128076,128036,183666367,150310341,83293607,417270315
2024-03-15,Germany,164065,179619,135565,183830432,150489960,83429172,417749564
2024-03-16,Germany,184834,80553,110495,184015266,150570513,83539667,418125446
2024-03-17,Germany,165626,92284,127129,184180892,150662797,83666796,418510485
2024-03-18,Germany,113313,73504,66698,184294205,150736301,83733494,418764000
2024-03-19,Germany,148331,118530,112770,184442536,150854831,83846264,419143631
2024-03-20,Germany,178348,150832,126560,184620884,151005663,83972824,419599371
2024-03-21,Germany,180465,171715,91235,184801349,151177378,84064059,420042786
2024-03-22,Germany,173567,72870,63252,184974916,151250248,84127311,420352475
2024-03-23,Germany,169767,97562,147277,185144683,151347810,84274588,420767081
2024-03-24,Germany,181187,92877,138034,185325870,151440687,84412622,421179179
2024-03-25,Germany,121801,102282,127653,185447671,151542969,84540275,421530915
2024-03-26,Germany,170237,45494,61456,185617908,151588463,84601731,421808102
2024-03-27,Germany,195013,139710,65713,185812921,151728173,84667444,422208538
2024-03-28,Germany,86388,80994,123664,185899309,151809167,84791108,422499584
2024-03-29,Germany,105411,142477,81756,186004720,151951644,84872864,422829228
2024-03-30,Germany,173272,109370,67071,186177992,152061014,84939935,423178941
2024-03-31,Germany,151996,168798,87939,186329988,152229812,85027874,423587674
2024-04-01,Germany,67476,77933,84125,186397464,152307745,85111999,423817208
2024-04-02,Germany,81111,41029,109045,186478575,152348774,85221044,424048393
2024-04-03,Germany,153160,141793,136342,186631735,152490567,85357386,424479688
2024-04-04,Germany,74186,167270,132195,186705921,152657837,85489581,424853339
2024-04-05,Germany,90996,168584,53187,186796917,152826421,85542768,425166106
2024-04-06,Germany,92733,96238,109690,186889650,152922659,85652458,425464767
2024-04-07,Germany,68007,119354,88200,186957657,153042013,85740658,425740328
2024-04-08,Germany,78439,94271,99913,187036096,153136284,85840571,426012951
2024-04-09,Germany,99110,159915,112743,187135206,153296199,85953314,426384719
2024-04-10,Germany,75722,111453,103270,187210928,153407652,86056584,426675164
2024-04-11,Germany,53496,153881,143139,187264424,153561533,86199723,427025680
2024-04-12,Germany,158769,112980,67887,187423193,153674513,86267610,427365316
2024-04-13,Germany,197653,125195,147567,187620846,153799708,86415177,427835731
2024-04-14,Germany,173132,73659,104799,187793978,153873367,86519976,428187321
2024-04-15,Germany,186434,125597,86516,187980412,153998964,86606492,428585868
2024-04-16,Germany,142220,158123,57988,188122632,154157087,86664480,428944199
2024-04-17,Germany,190057,41123,70983,188312689,154198210,86735463,429246362
2024-04-18,Germany,118458,71926,93161,188431147,154270136,86828624,429529907
2024-04-19,Germany,117242,161730,70566,188548389,154431866,86899190,429879445
2024-04-20,Germany,60560,100974,69252,188608949,154532840,86968442,430110231
2024-04-21,Germany,104961,123097,110016,188713910,154655937,87078458,430448305
2024-04-22,Germany,116350,136103,130544,188830260,154792040,87209002,430831302
2024-04-23,Germany,129383,44370,69957,188959643,154836410,87278959,431075012
2024-04-24,Germany,83158,117432,98477,189042801,154953842,87377436,431374079
2024-04-25,Germany,54578,174253,145113,189097379,155128095,87522549,431748023
2024-04-26,Germany,88794,73403,136912,189186173,155201498,87659461,432047132
2024-04-27,Germany,148817,114514,113327,189334990,155316012,87772788,432423790
2024-04-28,Germany,167905,62600,56414,189502895,155378612,87829202,432710709
2024-04-29,Germany,58498,169857,91203,189561393,155548469,87920405,433030267
2024-04-30,Germany,124692,60850,127277,189686085,155609319,88047682,433343086
2024-05-01,Germany,136601,143820,80375,189822686,155753139,88128057,433703882
2024-05-02,Germany,74224,78706,129974,189896910,155831845,88258031,433986786
2024-05-03,Germany,96914,120635,115586,189993824,155952480,88373617,434319921
2024-05-04,Germany,51724,174614,71406,190045548,156127094,88445023,434617665
2024-05-05,Germany,85264,155005,103949,190130812,156282099,88548972,434961883
2024-05-06,Germany,152745,41800,98424,190283557,156323899,88647396,435254852
2024-05-07,Germany,163102,96537,95977,190446659,156420436,88743373,435610468
2024-05-08,Germany,143497,129140,135996,190590156,156549576,88879369,436019101
2024-05-09,Germany,195011,152341,109600,190785167,156701917,88988969,436476053
2024-05-10,Germany,188859,157823,77084,190974026,156859740,89066053,436899819
2024-05-11,Germany,72749,117660,118713,191046775,156977400,89184766,437208941
2024-05-12,Germany,145343,136178,72588,191192118,157113578,89257354,437563050
2024-05-13,Germany,188717,44944,63913,191380835,157158522,89321267,437860624
2024-05-14,Germany,161597,136949,69011,191542432,157295471,89390278,438228181
2024-05-15,Germany,150184,110883,55296,191692616,157406354,89445574,438544544
2024-05-16,Germany,106571,87976,107730,191799187,157494330,89553304,438846821
2024-05-17,Germany,68920,66351,64984,191868107,157560681,89618288,439047076
2024-05-18,Germany,55135,97236,100273,191923242,157657917,89718561,439299720
2024-05-19,Germany,97918,88955,139607,192021160,157746872,89858168,439626200
2024-05-20,Germany,94954,75827,147977,192116114,157822699,90006145,439944958
2024-05-21,Germany,89083,120082,83614,192205197,157942781,90089759,440237737
2024-05-22,Germany,67914,106065,131457,192273111,158048846,90221216,440543173
2024-05-23,Germany,191169,125723,70101,192464280,158174569,90291317,440930166
2024-05-24,Germany,152559,164051,74828,192616839,158338620,90366145,441321604
2024-05-25,Germany,124961,88560,106247,192741800,158427180,90472392,441641372
2024-05-26,Germany,56037,142695,102193,192797837,158569875,90574585,441942297
2024-05-27,Germany,131018,118689,137404,192928855,158688564,90711989,442329408
2024-05-28,Germany,97327,65389,127241,193026182,158753953,90839230,442619365
2024-05-29,Germany,99803,44014,109368,193125985,158797967,90948598,442872550
2024-05-30,Germany,51765,139507,79588,193177750,158937474,91028186,443143410
2024-05-31,Germany,106477,178818,108762,193284227,159116292,91136948,443537467
2024-06-01,Germany,186879,124026,53058,193471106,159240318,91190006,443901430
2024-06-02,Germany,162814,96315,95512,193633920,159336633,91285518,444256071
2024-06-03,Germany,87169,111247,129841,193721089,159447880,91415359,444584328
2024-06-04,Germany,82295,171974,51005,193803384,159619854,91466364,444889602
2024-06-05,Germany,149297,94709,132120,193952681,159714563,91598484,445265728
2024-06-06,Germany,114749,96714,95631,194067430,159811277,91694115,445572822
2024-06-07,Germany,123488,55586,56133,194190918,159866863,91750248,445808029
2024-06-08,Germany,172373,61647,64568,194363291,159928510,91814816,446106617
2024-06-09,Germany,127862,57710,115632,194491153,159986220,91930448,446407821
2024-06-10,Germany,162672,144918,131582,194653825,160131138,92062030,446846993
2024-06-11,Germany,152949,140438,83769,194806774,160271576,92145799,447224149
2024-06-12,Germany,58108,168974,68162,194864882,160440550,92213961,447519393
2024-06-13,Germany,52694,66272,127239,194917576,160506822,92341200,447765598
2024-06-14,Germany,97050,142647,55453,195014626,160649469,92396653,448060748
2024-06-15,Germany,163261,67941,129502,195177887,160717410,92526155,448421452
2024-06-16,Germany,60746,122908,108528,195238633,160840318,92634683,448713634
2024-06-17,Germany,168432,149837,83062,195407065,160990155,92717745,449114965
2024-06-18,Germany,183364,140638,61572,195590429,161130793,92779317,449500539
2024-06-19,Germany,191673,128679,81993,195782102,161259472,92861310,449902884
2024-06-20,Germany,91505,53349,145515,195873607,161312821,93006825,450193253
2024-06-21,Germany,191283,156312,102062,196064890,161469133,93108887,450642910
2024-06-22,Germany,171675,47635,87532,196236565,161516768,93196419,450949752
2024-06-23,Germany,174023,69912,79227,196410588,161586680,93275646,451272914
2024-06-24,Germany,108350,141938,73172,196518938,161728618,93348818,451596374
2024-06-25,Germany,96278,61466,114702,196615216,161790084,93463520,451868820
2024-06-26,Germany,171961,86693,62765,196787177,161876777,93526285,452190239
2024-06-27,Germany,60614,64754,73534,196847791,161941531,93599819,452389141
2024-06-28,Germany,137889,71074,62579,196985680,162012605,93662398,452660683
2024-06-29,Germany,161921,53464,55960,197147601,162066069,93718358,452932028
2024-06-30,Germany,157378,103449,134032,197304979,162169518,93852390,453326887
2024-07-01,Germany,109814,178133,70129,197414793,162347651,93922519,453684963
2024-07-02,Germany,117980,53648,114537,197532773,162401299,94037056,453971128
2024-07-03,Germany,160054,61797,84494,197692827,162463096,94121550,454277473
2024-07-04,Germany,120393,58433,80980,197813220,162521529,94202530,454537279
2024-07-05,Germany,152123,121950,136565,197965343,162643479,94339095,454947917
2024-07-06,Germany,185702,129598,128939,198151045,162773077,94468034,455392156
2024-07-07,Germany,90093,142055,136832,198241138,162915132,94604866,455761136
2024-07-08,Germany,140976,170474,90784,198382114,163085606,94695650,456163370
2024-07-09,Germany,125817,142701,90530,198507931,163228307,94786180,456522418
2024-07-10,Germany,167990,178438,117233,198675921,163406745,94903413,456986079
2024-07-11,Germany,83728,111934,52992,198759649,163518679,94956405,457234733
2024-07-12,Germany,99141,104688,83397,198858790,163623367,95039802,457521959
2024-07-13,Germany,51601,109299,59522,198910391,163732666,95099324,457742381
2024-07-14,Germany,51945,116319,78999,198962336,163848985,95178323,457989644
2024-07-15,Germany,81689,151546,65577,199044025,164000531,95243900,458288456
2024-07-16,Germany,148114,76550,120775,199192139,164077081,95364675,458633895
2024-07-17,Germany,112502,53474,118389,199304641,164130555,95483064,458918260
2024-07-18,Germany,182325,151198,107945,199486966,164281753,95591009,459359728
2024-07-19,Germany,115704,153380,139307,199602670,164435133,95730316,459768119
2024-07-20,Germany,107802,112442,89276,199710472,164547575,95819592,460077639
2024-07-21,Germany,58836,121936,55805,199769308,164669511,95875397,460314216
2024-07-22,Germany,118652,75078,58190,199887960,164744589,95933587,460566136
2024-07-23,Germany,176110,140849,84309,200064070,164885438,96017896,460967404
2024-07-24,Germany,172503,120848,51860,200236573,165006286,96069756,461312615
2024-07-25,Germany,173583,161146,67181,200410156,165167432,96136937,461714525
2024-07-26,Germany,154095,95327,135811,200564251,165262759,96272748,462099758
2024-07-27,Germany,91783,151427,68445,200656034,165414186,96341193,462411413
2024-07-28,Germany,199481,50613,114783,200855515,165464799,96455976,462776290
2024-07-29,Germany,128400,48908,53629,200983915,165513707,96509605,463007227
2024-07-30,Germany,118256,95133,50887,201102171,165608840,96560492,463271503
2024-07-31,Germany,138874,110864,83002,201241045,165719704,96643494,463604243
2024-08-01,Germany,149470,124685,124076,201390515,165844389,96767570,464002474
2024-08-02,Germany,74636,120570,111046,201465151,165964959,96878616,464308726
2024-08-03,Germany,52793,162697,123748,201517944,166127656,97002364,464647964
2024-08-04,Germany,154108,140731,74371,201672052,166268387,97076735,465017174
2024-08-05,Germany,71555,96804,86368,201743607,166365191,97163103,465271901
2024-08-06,Germany,140389,95326,139537,201883996,166460517,97302640,465647153
2024-08-07,Germany,127436,159882,93246,202011432,166620399,97395886,466027717
2024-08-08,Germany,174629,111985,133346,202186061,166732384,97529232,466447677
2024-08-09,Germany,71529,169883,58938,202257590,166902267,97588170,466748027
2024-08-10,Germany,193494,61955,114709,202451084,166964222,97702879,467118185
2024-08-11,Germany,174730,57032,54527,202625814,167021254,97757406,467404474
2024-08-12,Germany,75610,108571,85615,202701424,167129825,97843021,467674270
2024-08-13,Germany,124141,132634,105212,202825565,167262459,97948233,468036257
2024-08-14,Germany,167309,83884,72227,202992874,167346343,98020460,468359677
2024-08-15,Germany,183483,142078,73527,203176357,167488421,98093987,468758765
2024-08-16,Germany,90616,167399,90197,203266973,167655820,98184184,469106977
2024-08-17,Germany,175785,42240,64345,203442758,167698060,98248529,469389347
2024-08-18,Germany,161380,111395,51873,203604138,167809455,98300402,469713995
2024-08-19,Germany,119024,155226,109157,203723162,167964681,98409559,470097402
2024-08-20,Germany,140530,142620,102499,203863692,168107301,98512058,470483051
2024-08-21,Germany,144971,134351,87350,204008663,168241652,98599408,470849723
2024-08-22,Germany,113233,93098,92250,204121896,168334750,98691658,471148304
2024-08-23,Germany,137077,84760,122042,204258973,168419510,98813700,471492183
2024-08-24,Germany,194957,123113,93004,204453930,168542623,98906704,471903257
2024-08-25,Germany,107389,176390,142327,204561319,168719013,99049031,472329363
2024-08-26,Germany,112950,120180,92445,204674269,168839193,99141476,472654938
2024-08-27,Germany,99199,140554,137672,204773468,168979747,99279148,473032363
2024-08-28,Germany,176567,61667,83524,204950035,169041414,99362672,473354121
2024-08-29,Germany,69313,129108,92500,205019348,169170522,99455172,473645042
2024-08-30,Germany,170835,133861,93129,205190183,169304383,99548301,474042867
2024-08-31,Germany,97946,42727,72791,205288129,169347110,99621092,474256331
2024-09-01,Germany,137702,158627,134931,205425831,169505737,99756023,474687591
2024-09-02,Germany,133331,115510,95774,205559162,169621247,99851797,475032206
2024-09-03,Germany,84169,68903,73257,205643331,169690150,99925054,475258535
2024-09-04,Germany,67878,67561,136053,205711209,169757711,100061107,475530027
2024-09-05,Germany,112859,170961,140054,205824068,169928672,100201161,475953901
2024-09-06,Germany,55989,127163,108933,205880057,170055835,100310094,476245986
2024-09-07,Germany,128779,84059,137177,206008836,170139894,100447271,476596001
2024-09-08,Germany,92198,62699,127169,206101034,170202593,100574440,476878067
2024-09-09,Germany,155752,107549,149000,206256786,170310142,100723440,477290368
2024-09-10,Germany,69070,160405,88765,206325856,170470547,100812205,477608608
2024-09-11,Germany,177789,135493,110842,206503645,170606040,100923047,478032732
2024-09-12,Germany,54093,169511,87908,206557738,170775551,101010955,478344244
2024-09-13,Germany,186342,82496,148895,206744080,170858047,101159850,478761977
2024-09-14,Germany,81699,76496,128289,206825779,170934543,101288139,479048461
2024-09-15,Germany,178317,169592,99207,207004096,171104135,101387346,479495577
2024-09-16,Germany,166258,176568,70862,207170354,171280703,101458208,479909265
2024-09-17,Germany,107535,124659,115855,207277889,171405362,101574063,480257314
2024-09-18,Germany,145599,56009,66830,207423488,171461371,101640893,480525752
2024-09-19,Germany,111544,175433,53987,207535032,171636804,101694880,480866716
2024-09-20,Germany,144619,114644,138269,207679651,171751448,101833149,481264248
2024-09-21,Germany,178307,154383,119478,207857958,171905831,101952627,481716416
2024-09-22,Germany,89546,106225,104576,207947504,172012056,102057203,482016763
2024-09-23,Germany,153066,138540,63232,208100570,172150596,102120435,482371601
2024-09-24,Germany,89773,116025,51021,208190343,172266621,102171456,482628420
2024-09-25,Germany,155334,173765,132999,208345677,172440386,102304455,483090518
2024-09-26,Germany,105262,54861,75671,208450939,172495247,102380126,483326312
2024-09-27,Germany,78309,75714,148356,208529248,172570961,102528482,483628691
2024-09-28,Germany,152561,75419,116537,208681809,172646380,102645019,483973208
2024-09-29,Germany,131629,78117,70640,208813438,172724497,102715659,484253594
2024-09-30,Germany,54704,179243,100820,208868142,172903740,102816479,484588361
2024-10-01,Germany,57890,149944,77774,208926032,173053684,102894253,484873969
2024-10-02,Germany,96120,99035,95805,209022152,173152719,102990058,485164929
2024-10-03,Germany,69091,104294,96142,209091243,173257013,103086200,485434456
2024-10-04,Germany,119830,81980,111598,209211073,173338993,103197798,485747864
2024-10-05,Germany,119928,88010,57690,209331001,173427003,103255488,486013492
2024-10-06,Germany,85017,126889,78327,209416018,173553892,103333815,486303725
2024-10-07,Germany,142084,103134,136195,209558102,173657026,103470010,486685138
2024-10-08,Germany,103307,89321,56952,209661409,173746347,103526962,486934718
2024-10-09,Germany,76441,126845,147650,209737850,173873192,103674612,487285654
2024-10-10,Germany,123366,56530,107093,209861216,173929722,103781705,487572643
2024-10-11,Germany,185011,109337,98577,210046227,174039059,103880282,487965568
2024-10-12,Germany,157333,132878,91010,210203560,174171937,103971292,488346789
2024-10-13,Germany,166391,84577,53789,210369951,174256514,104025081,488651546
2024-10-14,Germany,101375,168638,95426,210471326,174425152,104120507,489016985
2024-10-15,Germany,139216,60400,117518,210610542,174485552,104238025,489334119
2024-10-16,Germany,97248,167107,125484,210707790,174652659,104363509,489723958
2024-10-17,Germany,121866,171800,70737,210829656,174824459,104434246,490088361
2024-10-18,Germany,55880,124811,75271,210885536,174949270,104509517,490344323
2024-10-19,Germany,136170,94555,61137,211021706,175043825,104570654,490636185
2024-10-20,Germany,90676,66289,54541,211112382,175110114,104625195,490847691
2024-10-21,Germany,75322,158415,83064,211187704,175268529,104708259,491164492
2024-10-22,Germany,98065,74442,86394,211285769,175342971,104794653,491423393
2024-10-23,Germany,80448,119139,60591,211366217,175462110,104855244,491683571
2024-10-24,Germany,118705,155555,53107,211484922,175617665,104908351,492010938
2024-10-25,Germany,139676,175223,128500,211624598,175792888,105036851,492454337
2024-10-26,Germany,192780,59192,55048,211817378,175852080,105091899,492761357
2024-10-27,Germany,182564,154027,72682,211999942,176006107,105164581,493170630
2024-10-28,Germany,119397,97463,136626,212119339,176103570,105301207,493524116
2024-10-29,Germany,61004,87612,104580,212180343,176191182,105405787,493777312
2024-10-30,Germany,149852,80370,111280,212330195,176271552,105517067,494118814
2024-10-31,Germany,109504,97653,60260,212439699,176369205,105577327,494386231
2024-11-01,Germany,190093,64441,78755,212629792,176433646,105656082,494719520
2024-11-02,Germany,80405,109771,90741,212710197,176543417,105746823,495000437
2024-11-03,Germany,157062,70195,91690,212867259,176613612,105838513,495319384
2024-11-04,Germany,172255,174558,68904,213039514,176788170,105907417,495735101
2024-11-05,Germany,193586,164529,74411,213233100,176952699,105981828,496167627
2024-11-06,Germany,108899,84616,117662,213341999,177037315,106099490,496478804
2024-11-07,Germany,99017,179905,61383,213441016,177217220,106160873,496819109
2024-11-08,Germany,117776,105557,57191,213558792,177322777,106218064,497099633
2024-11-09,Germany,106742,84940,100282,213665534,177407717,106318346,497391597
2024-11-10,Germany,132152,110054,132088,213797686,177517771,106450434,497765891
2024-11-11,Germany,124982,47750,123228,213922668,177565521,106573662,498061851
2024-11-12,Germany,157759,103747,142450,214080427,177669268,106716112,498465807
2021-01-16,Italy,56023,0,0,56023,0,0,56023
2021-01-17,Italy,98510,0,0,154533,0,0,154533
2021-01-18,Italy,73925,0,0,228458,0,0,228458
2021-01-19,Italy,79649,0,0,308107,0,0,308107
2021-01-20,Italy,84647,0,0,392754,0,0,392754
2021-01-21,Italy,89725,0,0,482479,0,0,482479
2021-01-22,Italy,77290,0,0,559769,0,0,559769
2021-01-23,Italy,56917,0,0,616686,0,0,616686
2021-01-24,Italy,28486,0,0,645172,0,0,645172
2021-01-25,Italy,87534,0,0,732706,0,0,732706
2021-01-26,Italy,53428,0,0,786134,0,0,786134
2021-01-27,Italy,87306,0,0,873440,0,0,873440
2021-01-28,Italy,24375,0,0,897815,0,0,897815
2021-01-29,Italy,68671,0,0,966486,0,0,966486
2021-01-30,Italy,61951,0,0,1028437,0,0,1028437
2021-01-31,Italy,74482,0,0,1102919,0,0,1102919
2021-02-01,Italy,64921,0,0,1167840,0,0,1167840
2021-02-02,Italy,76059,0,0,1243899,0,0,1243899
2021-02-03,Italy,33922,0,0,1277821,0,0,1277821
2021-02-04,Italy,37569,0,0,1315390,0,0,1315390
2021-02-05,Italy,87491,0,0,1402881,0,0,1402881
2021-02-06,Italy,90634,0,0,1493515,0,0,1493515
2021-02-07,Italy,50300,0,0,1543815,0,0,1543815
2021-02-08,Italy,56245,0,0,1600060,0,0,1600060
2021-02-09,Italy,90876,0,0,1690936,0,0,1690936
2021-02-10,Italy,87731,0,0,1778667,0,0,1778667
2021-02-11,Italy,32190,0,0,1810857,0,0,1810857
2021-02-12,Italy,37100,0,0,1847957,0,0,1847957
2021-02-13,Italy,32709,0,0,1880666,0,0,1880666
2021-02-14,Italy,32878,0,0,1913544,0,0,1913544
2021-02-15,Italy,42930,0,0,1956474,0,0,1956474
2021-02-16,Italy,70725,41109,0,2027199,41109,0,2068308
2021-02-17,Italy,82932,32050,0,2110131,73159,0,2183290
2021-02-18,Italy,44219,17457,0,2154350,90616,0,2244966
2021-02-19,Italy,22133,27199,0,2176483,117815,0,2294298
2021-02-20,Italy,55611,10446,0,2232094,128261,0,2360355
2021-02-21,Italy,27187,15946,0,2259281,144207,0,2403488
2021-02-22,Italy,49022,38368,0,2308303,182575,0,2490878
2021-02-23,Italy,87866,29262,0,2396169,211837,0,2608006
2021-02-24,Italy,64011,46344,0,2460180,258181,0,2718361
2021-02-25,Italy,57150,36088,0,2517330,294269,0,2811599
2021-02-26,Italy,27144,45339,0,2544474,339608,0,2884082
2021-02-27,Italy,34940,25175,0,2579414,364783,0,2944197
2021-02-28,Italy,49132,25395,0,2628546,390178,0,3018724
2021-03-01,Italy,47551,24327,0,2676097,414505,0,3090602
2021-03-02,Italy,48836,36828,0,2724933,451333,0,3176266
2021-03-03,Italy,84411,24888,0,2809344,476221,0,3285565
2021-03-04,Italy,28629,47605,0,2837973,523826,0,3361799
2021-03-05,Italy,44353,36393,0,2882326,560219,0,3442545
2021-03-06,Italy,71645,12748,0,2953971,572967,0,3526938
2021-03-07,Italy,84885,32574,0,3038856,605541,0,3644397
2021-03-08,Italy,26506,18331,0,3065362,623872,0,3689234
2021-03-09,Italy,13106,8868,0,3078468,632740,0,3711208
2021-03-10,Italy,32349,36859,0,3110817,669599,0,3780416
2021-03-11,Italy,51908,18277,0,3162725,687876,0,3850601
2021-03-12,Italy,49792,44495,0,3212517,732371,0,3944888
2021-03-13,Italy,18936,11975,0,3231453,744346,0,3975799
2021-03-14,Italy,84488,35677,0,3315941,780023,0,4095964
2021-03-15,Italy,15941,38228,0,3331882,818251,0,4150133
2021-03-16,Italy,66655,42009,0,3398537,860260,0,4258797
2021-03-17,Italy,46575,45292,0,3445112,905552,0,4350664
2021-03-18,Italy,85216,38018,0,3530328,943570,0,4473898
2021-03-19,Italy,22268,19770,0,3552596,963340,0,4515936
2021-03-20,Italy,49929,43454,0,3602525,1006794,0,4609319
2021-03-21,Italy,22039,5226,0,3624564,1012020,0,4636584
2021-03-22,Italy,79164,39945,0,3703728,1051965,0,4755693
2021-03-23,Italy,78312,46305,0,3782040,1098270,0,4880310
2021-03-24,Italy,79382,9456,0,3861422,1107726,0,4969148
2021-03-25,Italy,14684,38564,0,3876106,1146290,0,5022396
2021-03-26,Italy,20101,26055,0,3896207,1172345,0,5068552
2021-03-27,Italy,52095,21544,0,3948302,1193889,0,5142191
2021-03-28,Italy,55180,22651,0,4003482,1216540,0,5220022
2021-03-29,Italy,23944,45414,0,4027426,1261954,0,5289380
2021-03-30,Italy,27001,36446,0,4054427,1298400,0,5352827
2021-03-31,Italy,55115,11035,0,4109542,1309435,0,5418977
2021-04-01,Italy,58652,7832,0,4168194,1317267,0,5485461
2021-04-02,Italy,99080,25502,0,4267274,1342769,0,5610043
2021-04-03,Italy,93771,10957,0,4361045,1353726,0,5714771
2021-04-04,Italy,88179,25282,0,4449224,1379008,0,5828232
2021-04-05,Italy,14437,6867,0,4463661,1385875,0,5849536
2021-04-06,Italy,61078,33876,0,4524739,1419751,0,5944490
2021-04-07,Italy,17587,49906,0,4542326,1469657,0,6011983
2021-04-08,Italy,79286,27237,0,4621612,1496894,0,6118506
2021-04-09,Italy,14301,47165,0,4635913,1544059,0,6179972
2021-04-10,Italy,95613,8033,0,4731526,1552092,0,6283618
2021-04-11,Italy,83734,10659,0,4815260,1562751,0,6378011
2021-04-12,Italy,89513,34200,0,4904773,1596951,0,6501724
2021-04-13,Italy,68052,17846,0,4972825,1614797,0,6587622
2021-04-14,Italy,66212,6521,0,5039037,1621318,0,6660355
2021-04-15,Italy,63798,27534,0,5102835,1648852,0,6751687
2021-04-16,Italy,304713,269176,0,5407548,1918028,0,7325576
2021-04-17,Italy,179318,212119,0,5586866,2130147,0,7717013
2021-04-18,Italy,236921,282591,0,5823787,2412738,0,8236525
2021-04-19,Italy,350338,206132,0,6174125,2618870,0,8792995
2021-04-20,Italy,147630,234308,0,6321755,2853178,0,9174933
2021-04-21,Italy,388400,319313,0,6710155,3172491,0,9882646
2021-04-22,Italy,265795,101530,0,6975950,3274021,0,10249971
2021-04-23,Italy,460668,60520,0,7436618,3334541,0,10771159
2021-04-24,Italy,333153,286778,0,7769771,3621319,0,11391090
2021-04-25,Italy,109032,174824,0,7878803,3796143,0,11674946
2021-04-26,Italy,239220,330207,0,8118023,4126350,0,12244373
2021-04-27,Italy,470158,240054,0,8588181,4366404,0,12954585
2021-04-28,Italy,492207,266543,0,9080388,4632947,0,13713335
2021-04-29,Italy,363196,221450,0,9443584,4854397,0,14297981
