date,state,country,hospital_admissions,icu_admissions,ventilator_usage,available_beds,available_icu_beds
2021-02-01,Gujarat,India,68,14,5,964,52
2021-02-01,Rajasthan,India,146,25,12,677,60
2021-02-01,Madhya Pradesh,India,172,27,13,554,41
2021-02-02,Maharashtra,India,139,27,10,234,28
2021-02-02,Karnataka,India,201,40,13,152,55
2021-02-02,Kerala,India,304,49,19,140,75
2021-02-02,Tamil Nadu,India,142,35,13,544,38
2021-02-02,Delhi,India,67,15,4,912,42
2021-02-02,Uttar Pradesh,India,117,23,8,733,82
2021-02-02,West Bengal,India,80,14,5,815,83
2021-02-02,Gujarat,India,79,15,6,644,88
2021-02-02,Rajasthan,India,55,13,4,133,24
2021-02-02,Madhya Pradesh,India,64,9,3,768,71
2021-02-03,Maharashtra,India,30,5,1,127,20
2021-02-03,Karnataka,India,35,5,2,906,47
2021-02-03,Kerala,India,50,8,2,136,61
2021-02-03,Tamil Nadu,India,176,32,9,376,79
2021-02-03,Delhi,India,203,44,19,129,31
2021-02-03,Uttar Pradesh,India,47,10,3,597,18
2021-02-03,West Bengal,India,56,9,3,472,29
2021-02-03,Gujarat,India,55,10,4,876,32
2021-02-03,Rajasthan,India,210,39,15,353,13
2021-02-03,Madhya Pradesh,India,72,16,5,419,42
2021-02-04,Maharashtra,India,38,7,3,451,99
2021-02-04,Karnataka,India,97,14,5,864,31
2021-02-04,Kerala,India,100,23,7,136,94
2021-02-04,Tamil Nadu,India,191,35,16,506,42
2021-02-04,Delhi,India,234,53,20,700,72
2021-02-04,Uttar Pradesh,India,184,42,12,923,54
2021-02-04,West Bengal,India,210,38,18,995,95
2021-02-04,Gujarat,India,74,11,3,631,79
2021-02-04,Rajasthan,India,170,30,13,385,80
2021-02-04,Madhya Pradesh,India,198,36,14,605,74
2021-02-05,Maharashtra,India,69,13,5,278,39
2021-02-05,Karnataka,India,62,11,4,465,43
2021-02-05,Kerala,India,134,26,10,727,68
2021-02-05,Tamil Nadu,India,162,29,11,959,19
2021-02-05,Delhi,India,94,19,7,704,85
2021-02-05,Uttar Pradesh,India,214,47,22,854,74
2021-02-05,West Bengal,India,217,49,17,566,92
2021-02-05,Gujarat,India,62,11,3,645,10
2021-02-05,Rajasthan,India,149,23,10,166,85
2021-02-05,Madhya Pradesh,India,230,51,23,518,83
2021-02-06,Maharashtra,India,178,35,15,803,100
2021-02-06,Karnataka,India,192,28,12,203,37
2021-02-06,Kerala,India,203,47,22,230,12
2021-02-06,Tamil Nadu,India,99,21,7,266,83
2021-02-06,Delhi,India,140,31,12,504,30
2021-02-06,Uttar Pradesh,India,86,15,7,811,57
2021-02-06,West Bengal,India,214,37,17,658,52
2021-02-06,Gujarat,India,127,31,9,339,84
2021-02-06,Rajasthan,India,61,10,4,547,11
2021-02-06,Madhya Pradesh,India,107,18,8,887,76
2021-02-07,Maharashtra,India,216,45,18,219,45
2021-02-07,Karnataka,India,100,20,8,445,43
2021-02-07,Kerala,India,122,19,7,810,76
2021-02-07,Tamil Nadu,India,94,19,6,106,56
2021-02-07,Delhi,India,103,22,9,574,64
2021-02-07,Uttar Pradesh,India,226,54,26,466,83
2021-02-07,West Bengal,India,194,32,12,938,27
2021-02-07,Gujarat,India,106,19,6,815,53
2021-02-07,Rajasthan,India,190,36,16,978,41
2021-02-07,Madhya Pradesh,India,109,17,6,175,35
2021-02-08,Maharashtra,India,106,25,9,621,10
2021-02-08,Karnataka,India,147,33,13,526,74
2021-02-08,Kerala,India,160,24,8,255,26
2021-02-08,Tamil Nadu,India,219,41,18,601,89
2021-02-08,Delhi,India,153,33,13,410,64
2021-02-08,Uttar Pradesh,India,128,27,9,525,16
2021-02-08,West Bengal,India,22,5,2,477,50
2021-02-08,Gujarat,India,152,23,9,547,61
2021-02-08,Rajasthan,India,193,41,18,466,66
2021-02-08,Madhya Pradesh,India,196,45,16,295,38
2021-02-09,Maharashtra,India,96,22,8,958,78
2021-02-09,Karnataka,India,96,19,7,143,75
2021-02-09,Kerala,India,59,9,3,613,92
2021-02-09,Tamil Nadu,India,121,24,8,892,67
2021-02-09,Delhi,India,123,23,8,943,98
2021-02-09,Uttar Pradesh,India,101,17,6,176,91
2021-02-09,West Bengal,India,72,10,3,182,40
2021-02-09,Gujarat,India,153,23,11,797,28
2021-02-09,Rajasthan,India,265,64,28,547,17
2021-02-09,Madhya Pradesh,India,79,13,5,361,50
2021-02-10,Maharashtra,India,73,12,4,675,65
2021-02-10,Karnataka,India,150,36,15,155,52
2021-02-10,Kerala,India,199,37,12,590,90
2021-02-10,Tamil Nadu,India,201,40,16,547,86
2021-02-10,Delhi,India,241,36,16,641,75
2021-02-10,Uttar Pradesh,India,73,14,5,921,78
2021-02-10,West Bengal,India,58,10,3,432,81
2021-02-10,Gujarat,India,35,6,2,660,31
2021-02-10,Rajasthan,India,188,42,16,578,36
2021-02-10,Madhya Pradesh,India,162,32,14,758,62
2021-02-11,Maharashtra,India,144,23,7,234,57
2021-02-11,Karnataka,India,33,6,2,477,67
2021-02-11,Kerala,India,95,16,6,1000,46
2021-02-11,Tamil Nadu,India,57,9,3,226,71
2021-02-11,Delhi,India,27,6,2,490,60
2021-02-11,Uttar Pradesh,India,209,39,11,800,85
2021-02-11,West Bengal,India,156,27,11,900,22
2021-02-11,Gujarat,India,98,22,6,825,78
2021-02-11,Rajasthan,India,141,21,6,931,34
2021-02-11,Madhya Pradesh,India,128,21,9,737,45
2021-02-12,Maharashtra,India,135,23,10,510,67
2021-02-12,Karnataka,India,170,27,8,571,73
2021-02-12,Kerala,India,81,13,4,469,90
2021-02-12,Tamil Nadu,India,213,53,22,424,75
2021-02-12,Delhi,India,116,26,10,197,13
2021-02-12,Uttar Pradesh,India,251,61,25,966,24
2021-02-12,West Bengal,India,58,13,5,101,88
2021-02-12,Gujarat,India,196,36,16,611,33
2021-02-12,Rajasthan,India,84,18,7,117,88
2021-02-12,Madhya Pradesh,India,102,18,8,457,35
2021-02-13,Maharashtra,India,207,41,14,668,73
2021-02-13,Karnataka,India,234,51,21,851,85
2021-02-13,Kerala,India,176,41,18,382,35
2021-02-13,Tamil Nadu,India,190,42,15,452,17
2021-02-13,Delhi,India,216,49,20,722,32
2021-02-13,Uttar Pradesh,India,173,27,9,288,23
2021-02-13,West Bengal,India,112,24,11,526,23
2021-02-13,Gujarat,India,45,8,3,176,53
2021-02-13,Rajasthan,India,245,50,20,924,80
2021-02-13,Madhya Pradesh,India,101,22,8,786,67
2021-02-14,Maharashtra,India,30,6,2,362,85
2021-02-14,Karnataka,India,59,13,5,128,49
2021-02-14,Kerala,India,65,12,4,619,93
2021-02-14,Tamil Nadu,India,202,31,13,673,60
2021-02-14,Delhi,India,146,28,11,907,71
2021-02-14,Uttar Pradesh,India,196,37,17,346,78
2021-02-14,West Bengal,India,44,8,3,232,40
2021-02-14,Gujarat,India,192,44,18,558,64
2021-02-14,Rajasthan,India,48,9,4,256,37
2021-02-14,Madhya Pradesh,India,91,13,6,384,98
2021-02-15,Maharashtra,India,70,12,4,332,98
2021-02-15,Karnataka,India,95,15,6,419,43
2021-02-15,Kerala,India,100,16,7,412,86
2021-02-15,Tamil Nadu,India,168,32,12,954,15
2021-02-15,Delhi,India,48,10,3,115,17
2021-02-15,Uttar Pradesh,India,202,32,15,521,64
2021-02-15,West Bengal,India,138,26,11,140,67
2021-02-15,Gujarat,India,129,20,6,947,52
2021-02-15,Rajasthan,India,169,39,14,428,90
2021-02-15,Madhya Pradesh,India,184,31,11,951,26
2021-02-16,Maharashtra,India,111,18,6,423,27
2021-02-16,Karnataka,India,93,15,6,489,71
2021-02-16,Kerala,India,140,30,12,361,58
2021-02-16,Tamil Nadu,India,56,13,4,964,85
2021-02-16,Delhi,India,30,4,1,706,58
2021-02-16,Uttar Pradesh,India,164,35,12,603,84
2021-02-16,West Bengal,India,50,11,4,256,55
2021-02-16,Gujarat,India,60,9,3,236,55
2021-02-16,Rajasthan,India,107,25,12,351,33
2021-02-16,Madhya Pradesh,India,116,21,7,872,34
2021-02-17,Maharashtra,India,36,8,3,477,72
2021-02-17,Karnataka,India,67,12,5,990,50
2021-02-17,Kerala,India,47,11,4,668,91
2021-02-17,Tamil Nadu,India,245,45,14,229,19
2021-02-17,Delhi,India,62,13,6,680,60
2021-02-17,Uttar Pradesh,India,139,23,7,120,44
2021-02-17,West Bengal,India,222,39,19,656,82
2021-02-17,Gujarat,India,149,34,13,570,97
2021-02-17,Rajasthan,India,177,42,12,524,24
2021-02-17,Madhya Pradesh,India,95,15,6,173,80
2021-02-18,Maharashtra,India,175,39,18,678,89
2021-02-18,Karnataka,India,122,28,11,711,90
2021-02-18,Kerala,India,168,27,11,948,65
2021-02-18,Tamil Nadu,India,190,37,16,990,18
2021-02-18,Delhi,India,153,34,13,300,82
2021-02-18,Uttar Pradesh,India,111,19,6,639,97
2021-02-18,West Bengal,India,114,21,8,488,74
2021-02-18,Gujarat,India,146,26,10,515,52
2021-02-18,Rajasthan,India,128,31,13,467,52
2021-02-18,Madhya Pradesh,India,205,37,17,691,65
2021-02-19,Maharashtra,India,50,11,4,850,40
2021-02-19,Karnataka,India,267,54,18,139,14
2021-02-19,Kerala,India,184,32,14,871,91
2021-02-19,Tamil Nadu,India,237,42,16,538,15
2021-02-19,Delhi,India,193,36,13,297,15
2021-02-19,Uttar Pradesh,India,66,11,5,862,78
2021-02-19,West Bengal,India,132,21,7,155,96
2021-02-19,Gujarat,India,206,46,18,253,100
2021-02-19,Rajasthan,India,71,15,6,221,22
2021-02-19,Madhya Pradesh,India,247,40,17,379,35
2021-02-20,Maharashtra,India,233,49,22,432,78
2021-02-20,Karnataka,India,177,27,9,330,58
2021-02-20,Kerala,India,159,25,11,816,23
2021-02-20,Tamil Nadu,India,209,50,16,915,52
2021-02-20,Delhi,India,240,51,18,629,76
2021-02-20,Uttar Pradesh,India,119,23,9,521,33
2021-02-20,West Bengal,India,272,51,15,662,53
2021-02-20,Gujarat,India,157,32,12,178,78
2021-02-20,Rajasthan,India,212,33,15,879,47
2021-02-20,Madhya Pradesh,India,109,17,7,276,53
2021-02-21,Maharashtra,India,177,43,20,368,70
2021-02-21,Karnataka,India,262,40,16,737,78
2021-02-21,Kerala,India,231,49,21,555,47
2021-02-21,Tamil Nadu,India,249,51,22,493,74
2021-02-21,Delhi,India,78,13,4,650,96
2021-02-21,Uttar Pradesh,India,65,9,2,158,51
2021-02-21,West Bengal,India,231,41,14,371,24
2021-02-21,Gujarat,India,165,26,10,279,36
2021-02-21,Rajasthan,India,190,29,11,195,97
2021-02-21,Madhya Pradesh,India,158,27,12,687,65
2021-02-22,Maharashtra,India,65,10,3,900,62
2021-02-22,Karnataka,India,84,18,7,378,82
2021-02-22,Kerala,India,61,10,3,406,12
2021-02-22,Tamil Nadu,India,142,25,8,785,61
2021-02-22,Delhi,India,115,28,8,160,12
2021-02-22,Uttar Pradesh,India,100,23,11,134,93
2021-02-22,West Bengal,India,142,32,13,564,50
2021-02-22,Gujarat,India,200,35,15,567,96
2021-02-22,Rajasthan,India,161,29,11,902,74
2021-02-22,Madhya Pradesh,India,27,5,2,860,80
2021-02-23,Maharashtra,India,235,38,16,717,66
2021-02-23,Karnataka,India,71,17,6,569,47
2021-02-23,Kerala,India,133,20,9,349,50
2021-02-23,Tamil Nadu,India,126,30,11,288,67
2021-02-23,Delhi,India,197,38,14,223,33
2021-02-23,Uttar Pradesh,India,40,6,1,356,49
2021-02-23,West Bengal,India,128,27,8,277,77
2021-02-23,Gujarat,India,127,21,7,402,89
2021-02-23,Rajasthan,India,52,12,5,429,64
2021-02-23,Madhya Pradesh,India,192,32,9,294,57
2021-02-24,Maharashtra,India,226,55,26,814,37
2021-02-24,Karnataka,India,37,8,3,366,19
2021-02-24,Kerala,India,96,14,4,404,19
2021-02-24,Tamil Nadu,India,81,12,4,727,25
2021-02-24,Delhi,India,46,11,4,619,18
2021-02-24,Uttar Pradesh,India,279,64,21,251,70
2021-02-24,West Bengal,India,85,12,4,782,69
2021-02-24,Gujarat,India,89,14,6,857,90
2021-02-24,Rajasthan,India,63,11,3,668,48
2021-02-24,Madhya Pradesh,India,43,10,3,747,80
2021-02-25,Maharashtra,India,80,15,5,351,19
2021-02-25,Karnataka,India,170,32,11,899,91
2021-02-25,Kerala,India,235,47,15,211,79
2021-02-25,Tamil Nadu,India,167,25,10,256,37
2021-02-25,Delhi,India,185,39,13,835,58
2021-02-25,Uttar Pradesh,India,25,5,2,262,57
2021-02-25,West Bengal,India,113,24,9,449,38
2021-02-25,Gujarat,India,186,46,20,323,69
2021-02-25,Rajasthan,India,162,26,9,309,95
2021-02-25,Madhya Pradesh,India,134,21,9,229,20
2021-02-26,Maharashtra,India,38,6,2,355,93
2021-02-26,Karnataka,India,171,40,14,910,74
2021-02-26,Kerala,India,111,18,6,738,13
2021-02-26,Tamil Nadu,India,147,30,14,315,42
2021-02-26,Delhi,India,238,39,14,401,14
2021-02-26,Uttar Pradesh,India,204,37,18,845,75
2021-02-26,West Bengal,India,82,20,7,143,80
2021-02-26,Gujarat,India,71,16,7,355,35
2021-02-26,Rajasthan,India,241,41,12,875,32
2021-02-26,Madhya Pradesh,India,205,47,21,188,72
2021-02-27,Maharashtra,India,235,38,18,396,84
2021-02-27,Karnataka,India,118,19,6,295,48
2021-02-27,Kerala,India,164,27,12,375,88
2021-02-27,Tamil Nadu,India,159,31,10,964,91
2021-02-27,Delhi,India,208,42,15,833,98
2021-02-27,Uttar Pradesh,India,182,38,12,276,91
2021-02-27,West Bengal,India,236,58,20,278,58
2021-02-27,Gujarat,India,130,23,7,255,25
2021-02-27,Rajasthan,India,36,8,2,884,55
2021-02-27,Madhya Pradesh,India,189,28,11,286,15
2021-02-28,Maharashtra,India,81,19,5,189,98
2021-02-28,Karnataka,India,204,32,11,995,12
2021-02-28,Kerala,India,236,58,23,134,75
2021-02-28,Tamil Nadu,India,136,23,8,341,10
2021-02-28,Delhi,India,29,6,2,279,69
2021-02-28,Uttar Pradesh,India,76,18,7,220,21
2021-02-28,West Bengal,India,75,12,4,439,16
2021-02-28,Gujarat,India,128,20,6,108,81
2021-02-28,Rajasthan,India,126,24,9,853,42
2021-02-28,Madhya Pradesh,India,124,22,7,540,66
2021-03-01,Maharashtra,India,113,25,12,879,63
2021-03-01,Karnataka,India,200,46,19,513,95
2021-03-01,Kerala,India,205,39,13,438,92
2021-03-01,Tamil Nadu,India,57,9,3,826,42
2021-03-01,Delhi,India,191,40,13,385,88
2021-03-01,Uttar Pradesh,India,228,46,21,578,80
2021-03-01,West Bengal,India,41,8,3,272,36
2021-03-01,Gujarat,India,193,38,15,161,48
2021-03-01,Rajasthan,India,140,33,13,142,82
2021-03-01,Madhya Pradesh,India,113,21,8,651,49
2021-03-02,Maharashtra,India,43,9,2,894,90
2021-03-02,Karnataka,India,184,44,20,897,40
2021-03-02,Kerala,India,206,46,14,644,21
2021-03-02,Tamil Nadu,India,210,46,16,861,15
2021-03-02,Delhi,India,75,13,4,737,19
2021-03-02,Uttar Pradesh,India,122,20,7,121,45
2021-03-02,West Bengal,India,32,7,3,234,58
2021-03-02,Gujarat,India,162,25,10,158,44
2021-03-02,Rajasthan,India,160,26,8,737,93
2021-03-02,Madhya Pradesh,India,239,50,23,692,69
2021-03-03,Maharashtra,India,65,15,6,370,70
2021-03-03,Karnataka,India,202,30,13,424,33
2021-03-03,Kerala,India,147,33,13,898,21
2021-03-03,Tamil Nadu,India,156,36,14,812,96
2021-03-03,Delhi,India,107,20,7,178,61
2021-03-03,Uttar Pradesh,India,82,15,6,315,21
2021-03-03,West Bengal,India,208,46,16,204,30
2021-03-03,Gujarat,India,243,54,19,680,88
2021-03-03,Rajasthan,India,214,49,16,551,55
2021-03-03,Madhya Pradesh,India,130,30,14,976,30
2021-03-04,Maharashtra,India,182,33,13,765,90
2021-03-04,Karnataka,India,235,50,18,978,36
2021-03-04,Kerala,India,205,41,14,322,52
2021-03-04,Tamil Nadu,India,146,36,14,324,38
2021-03-04,Delhi,India,164,28,9,572,65
2021-03-04,Uttar Pradesh,India,192,28,12,647,97
2021-03-04,West Bengal,India,127,19,9,705,53
2021-03-04,Gujarat,India,109,21,9,507,45
2021-03-04,Rajasthan,India,34,5,1,149,95
2021-03-04,Madhya Pradesh,India,48,8,2,728,74
2021-03-05,Maharashtra,India,160,33,15,495,17
2021-03-05,Karnataka,India,238,45,17,557,32
2021-03-05,Kerala,India,198,42,14,864,25
2021-03-05,Tamil Nadu,India,170,30,13,987,40
2021-03-05,Delhi,India,29,6,2,851,37
2021-03-05,Uttar Pradesh,India,48,8,3,950,49
2021-03-05,West Bengal,India,30,5,2,952,75
2021-03-05,Gujarat,India,208,37,11,985,40
2021-03-05,Rajasthan,India,110,23,11,454,59
2021-03-05,Madhya Pradesh,India,87,16,5,171,46
2021-03-06,Maharashtra,India,95,20,9,364,55
2021-03-06,Karnataka,India,121,27,9,156,94
2021-03-06,Kerala,India,189,42,19,385,34
2021-03-06,Tamil Nadu,India,143,28,8,510,56
2021-03-06,Delhi,India,156,30,9,324,91
2021-03-06,Uttar Pradesh,India,129,25,10,601,64
2021-03-06,West Bengal,India,81,15,5,173,95
2021-03-06,Gujarat,India,115,22,10,175,44
2021-03-06,Rajasthan,India,122,22,10,825,32
2021-03-06,Madhya Pradesh,India,276,43,14,449,56
2021-03-07,Maharashtra,India,228,56,19,853,68
2021-03-07,Karnataka,India,187,33,16,195,85
2021-03-07,Kerala,India,246,39,19,178,69
2021-03-07,Tamil Nadu,India,211,38,12,978,15
2021-03-07,Delhi,India,52,12,4,476,24
2021-03-07,Uttar Pradesh,India,29,7,2,499,17
2021-03-07,West Bengal,India,84,17,7,622,98
2021-03-07,Gujarat,India,133,32,15,275,77
2021-03-07,Rajasthan,India,191,39,18,211,78
2021-03-07,Madhya Pradesh,India,109,24,7,661,39
2021-03-08,Maharashtra,India,201,40,16,109,35
2021-03-08,Karnataka,India,31,7,3,860,14
2021-03-08,Kerala,India,246,54,22,516,99
2021-03-08,Tamil Nadu,India,92,18,5,989,81
2021-03-08,Delhi,India,82,17,6,469,49
2021-03-08,Uttar Pradesh,India,173,41,16,183,19
2021-03-08,West Bengal,India,143,32,12,591,20
2021-03-08,Gujarat,India,116,26,11,761,60
2021-03-08,Rajasthan,India,157,30,10,155,95
2021-03-08,Madhya Pradesh,India,38,7,2,267,18
2021-03-09,Maharashtra,India,61,10,3,942,82
2021-03-09,Karnataka,India,75,15,5,981,66
2021-03-09,Kerala,India,40,9,3,911,29
2021-03-09,Tamil Nadu,India,187,40,19,424,44
2021-03-09,Delhi,India,205,33,15,347,92
2021-03-09,Uttar Pradesh,India,32,5,1,478,95
2021-03-09,West Bengal,India,185,43,18,601,76
2021-03-09,Gujarat,India,152,35,12,565,29
2021-03-09,Rajasthan,India,31,5,1,116,60
2021-03-09,Madhya Pradesh,India,108,17,6,682,26
2021-03-10,Maharashtra,India,59,10,4,483,66
2021-03-10,Karnataka,India,248,56,20,916,59
2021-03-10,Kerala,India,28,5,1,888,11
2021-03-10,Tamil Nadu,India,160,35,15,171,60
2021-03-10,Delhi,India,150,34,14,783,20
2021-03-10,Uttar Pradesh,India,166,27,12,766,80
2021-03-10,West Bengal,India,160,26,8,201,70
2021-03-10,Gujarat,India,83,15,4,356,96
2021-03-10,Rajasthan,India,137,29,12,642,19
2021-03-10,Madhya Pradesh,India,46,9,3,571,75
2021-03-11,Maharashtra,India,77,13,5,113,90
2021-03-11,Karnataka,India,76,13,4,671,40
2021-03-11,Kerala,India,208,40,15,591,34
2021-03-11,Tamil Nadu,India,113,23,7,520,65
2021-03-11,Delhi,India,59,14,4,346,98
2021-03-11,Uttar Pradesh,India,117,21,9,960,99
2021-03-11,West Bengal,India,115,26,11,297,95
2021-03-11,Gujarat,India,187,40,15,175,93
2021-03-11,Rajasthan,India,191,33,15,767,96
2021-03-11,Madhya Pradesh,India,277,67,29,472,14
2021-03-12,Maharashtra,India,138,27,8,529,97
2021-03-12,Karnataka,India,55,9,3,433,31
2021-03-12,Kerala,India,133,28,13,233,75
2021-03-12,Tamil Nadu,India,281,58,22,895,42
2021-03-12,Delhi,India,266,44,14,987,71
2021-03-12,Uttar Pradesh,India,64,12,4,249,67
2021-03-12,West Bengal,India,51,9,3,905,84
2021-03-12,Gujarat,India,211,35,17,619,89
2021-03-12,Rajasthan,India,86,20,8,573,72
2021-03-12,Madhya Pradesh,India,165,30,14,112,18
2021-03-13,Maharashtra,India,58,12,5,579,86
2021-03-13,Karnataka,India,66,9,4,849,72
2021-03-13,Kerala,India,123,20,6,220,22
2021-03-13,Tamil Nadu,India,221,39,18,694,18
2021-03-13,Delhi,India,139,21,8,818,84
2021-03-13,Uttar Pradesh,India,67,13,4,458,27
2021-03-13,West Bengal,India,155,38,12,601,59
2021-03-13,Gujarat,India,191,42,14,560,13
2021-03-13,Rajasthan,India,210,50,16,983,64
2021-03-13,Madhya Pradesh,India,109,21,7,540,18
2021-03-14,Maharashtra,India,61,12,5,138,81
2021-03-14,Karnataka,India,206,31,11,865,85
2021-03-14,Kerala,India,181,42,14,258,26
2021-03-14,Tamil Nadu,India,179,28,10,188,14
2021-03-14,Delhi,India,174,29,9,701,80
2021-03-14,Uttar Pradesh,India,198,31,14,168,29
2021-03-14,West Bengal,India,176,37,14,461,48
2021-03-14,Gujarat,India,129,20,6,960,93
2021-03-14,Rajasthan,India,95,18,5,139,59
2021-03-14,Madhya Pradesh,India,242,52,20,582,20
2021-03-15,Maharashtra,India,61,9,3,648,19
2021-03-15,Karnataka,India,128,31,9,466,71
2021-03-15,Kerala,India,251,45,21,222,66
2021-03-15,Tamil Nadu,India,66,10,3,561,100
2021-03-15,Delhi,India,184,32,11,222,93
2021-03-15,Uttar Pradesh,India,141,24,10,221,62
2021-03-15,West Bengal,India,82,20,9,630,56
2021-03-15,Gujarat,India,257,46,21,356,60
2021-03-15,Rajasthan,India,189,32,9,250,23
2021-03-15,Madhya Pradesh,India,47,10,3,878,31
2021-03-16,Maharashtra,India,68,13,5,578,77
2021-03-16,Karnataka,India,133,21,10,194,22
2021-03-16,Kerala,India,143,27,11,434,54
2021-03-16,Tamil Nadu,India,175,35,11,741,49
2021-03-16,Delhi,India,138,24,9,205,13
2021-03-16,Uttar Pradesh,India,179,31,15,200,99
2021-03-16,West Bengal,India,211,45,16,807,81
2021-03-16,Gujarat,India,79,15,7,612,93
2021-03-16,Rajasthan,India,148,34,16,884,85
2021-03-16,Madhya Pradesh,India,233,45,21,957,55
2021-03-17,Maharashtra,India,44,7,3,977,92
2021-03-17,Karnataka,India,28,6,2,276,74
2021-03-17,Kerala,India,50,9,3,658,82
2021-03-17,Tamil Nadu,India,94,15,4,448,42
2021-03-17,Delhi,India,117,20,7,671,54
2021-03-17,Uttar Pradesh,India,181,40,19,842,92
2021-03-17,West Bengal,India,203,32,13,418,80
2021-03-17,Gujarat,India,286,44,16,685,74
2021-03-17,Rajasthan,India,82,19,5,540,32
2021-03-17,Madhya Pradesh,India,193,46,14,312,23
2021-03-18,Maharashtra,India,83,14,5,197,93
2021-03-18,Karnataka,India,201,43,20,617,81
2021-03-18,Kerala,India,136,33,12,135,98
2021-03-18,Tamil Nadu,India,246,60,22,305,43
2021-03-18,Delhi,India,258,40,19,325,64
2021-03-18,Uttar Pradesh,India,197,40,15,346,60
2021-03-18,West Bengal,India,203,48,15,642,37
2021-03-18,Gujarat,India,43,10,4,359,87
2021-03-18,Rajasthan,India,193,38,15,160,33
2021-03-18,Madhya Pradesh,India,240,57,25,511,83
2021-03-19,Maharashtra,India,55,13,6,376,43
2021-03-19,Karnataka,India,107,17,8,873,47
2021-03-19,Kerala,India,31,6,1,903,89
2021-03-19,Tamil Nadu,India,188,43,18,170,17
2021-03-19,Delhi,India,102,20,6,846,69
2021-03-19,Uttar Pradesh,India,133,28,13,297,35
2021-03-19,West Bengal,India,93,22,7,148,22
2021-03-19,Gujarat,India,124,20,6,971,83
2021-03-19,Rajasthan,India,251,44,19,909,13
2021-03-19,Madhya Pradesh,India,74,16,7,353,13
2021-03-20,Maharashtra,India,158,31,13,821,37
2021-03-20,Karnataka,India,250,61,19,473,68
2021-03-20,Kerala,India,214,32,14,707,79
2021-03-20,Tamil Nadu,India,91,20,6,578,90
2021-03-20,Delhi,India,106,21,7,804,45
2021-03-20,Uttar Pradesh,India,68,14,5,488,57
2021-03-20,West Bengal,India,148,30,9,527,18
2021-03-20,Gujarat,India,173,29,12,912,47
2021-03-20,Rajasthan,India,58,13,4,676,99
2021-03-20,Madhya Pradesh,India,236,44,19,173,58
2021-03-21,Maharashtra,India,35,7,2,513,21
2021-03-21,Karnataka,India,59,12,4,550,66
2021-03-21,Kerala,India,221,35,14,948,47
2021-03-21,Tamil Nadu,India,187,30,14,809,34
2021-03-21,Delhi,India,221,49,21,649,94
2021-03-21,Uttar Pradesh,India,264,44,13,646,51
2021-03-21,West Bengal,India,83,15,7,800,13
2021-03-21,Gujarat,India,246,51,23,491,100
2021-03-21,Rajasthan,India,94,20,7,497,32
2021-03-21,Madhya Pradesh,India,134,26,12,900,22
2021-03-22,Maharashtra,India,199,48,16,124,89
2021-03-22,Karnataka,India,134,31,14,816,32
2021-03-22,Kerala,India,136,25,12,863,55
2021-03-22,Tamil Nadu,India,104,25,11,184,40
2021-03-22,Delhi,India,153,38,13,452,64
2021-03-22,Uttar Pradesh,India,84,20,7,898,25
2021-03-22,West Bengal,India,140,21,9,585,41
2021-03-22,Gujarat,India,81,16,5,482,80
2021-03-22,Rajasthan,India,261,50,19,667,46
2021-03-22,Madhya Pradesh,India,82,13,5,692,82
2021-03-23,Maharashtra,India,120,25,12,974,53
2021-03-23,Karnataka,India,235,46,16,633,16
2021-03-23,Kerala,India,289,70,34,116,34
2021-03-23,Tamil Nadu,India,150,23,7,438,13
2021-03-23,Delhi,India,220,40,17,333,54
2021-03-23,Uttar Pradesh,India,223,54,23,689,35
2021-03-23,West Bengal,India,37,8,3,241,99
2021-03-23,Gujarat,India,50,9,4,739,33
2021-03-23,Rajasthan,India,150,36,15,691,88
2021-03-23,Madhya Pradesh,India,222,49,20,569,24
2021-03-24,Maharashtra,India,75,16,6,901,69
2021-03-24,Karnataka,India,234,37,13,478,32
2021-03-24,Kerala,India,104,19,9,794,40
2021-03-24,Tamil Nadu,India,59,13,5,407,77
2021-03-24,Delhi,India,165,37,17,254,29
2021-03-24,Uttar Pradesh,India,133,30,14,286,96
2021-03-24,West Bengal,India,51,11,5,975,40
2021-03-24,Gujarat,India,144,29,12,787,40
2021-03-24,Rajasthan,India,196,29,13,232,14
2021-03-24,Madhya Pradesh,India,56,8,3,103,66
2021-03-25,Maharashtra,India,58,12,4,264,46
2021-03-25,Karnataka,India,209,40,13,876,80
2021-03-25,Kerala,India,197,45,19,218,49
2021-03-25,Tamil Nadu,India,72,16,7,671,20
2021-03-25,Delhi,India,233,38,16,931,66
2021-03-25,Uttar Pradesh,India,84,16,6,996,87
2021-03-25,West Bengal,India,145,34,12,553,87
2021-03-25,Gujarat,India,188,42,18,719,48
2021-03-25,Rajasthan,India,93,18,7,854,51
2021-03-25,Madhya Pradesh,India,270,51,23,474,17
2021-03-26,Maharashtra,India,71,17,6,709,46
2021-03-26,Karnataka,India,200,33,14,475,15
2021-03-26,Kerala,India,96,14,4,478,30
2021-03-26,Tamil Nadu,India,110,19,9,406,97
2021-03-26,Delhi,India,108,17,6,894,87
2021-03-26,Uttar Pradesh,India,252,59,27,281,41
2021-03-26,West Bengal,India,154,30,12,313,96
2021-03-26,Gujarat,India,66,11,3,551,21
2021-03-26,Rajasthan,India,196,39,12,299,94
2021-03-26,Madhya Pradesh,India,36,6,2,101,10
2021-03-27,Maharashtra,India,268,46,22,204,64
