date,country,daily_cases,daily_deaths,daily_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered,active_cases
2024-09-25,UK,8531,177,7908,11132243,276733,10277329,578181
2024-09-26,UK,12019,311,11053,11144262,277044,10288382,578836
2024-09-27,UK,8664,254,8114,11152926,277298,10296496,579132
2024-09-28,UK,9208,218,8665,11162134,277516,10305161,579457
2024-09-29,UK,11320,303,10345,11173454,277819,10315506,580129
2024-09-30,UK,14115,387,13169,11187569,278206,10328675,580688
2024-10-01,UK,11265,226,10359,11198834,278432,10339034,581368
2024-10-02,UK,8801,237,7960,11207635,278669,10346994,581972
2024-10-03,UK,13793,314,12715,11221428,278983,10359709,582736
2024-10-04,UK,11826,339,11070,11233254,279322,10370779,583153
2024-10-05,UK,10135,245,9222,11243389,279567,10380001,583821
2024-10-06,UK,14145,368,13061,11257534,279935,10393062,584537
2024-10-07,UK,9670,195,9141,11267204,280130,10402203,584871
2024-10-08,UK,14020,387,13207,11281224,280517,10415410,585297
2024-10-09,UK,11258,282,10675,11292482,280799,10426085,585598
2024-10-10,UK,11779,352,10626,11304261,281151,10436711,586399
2024-10-11,UK,9144,272,8556,11313405,281423,10445267,586715
2024-10-12,UK,12137,317,11251,11325542,281740,10456518,587284
2024-10-13,UK,13027,350,12301,11338569,282090,10468819,587660
2024-10-14,UK,10020,222,9064,11348589,282312,10477883,588394
2024-10-15,UK,12817,373,12054,11361406,282685,10489937,588784
2024-10-16,UK,10753,225,9966,11372159,282910,10499903,589346
2024-10-17,UK,12006,307,11011,11384165,283217,10510914,590034
2024-10-18,UK,13770,308,12846,11397935,283525,10523760,590650
2024-10-19,UK,8974,238,8091,11406909,283763,10531851,591295
2024-10-20,UK,15217,425,14206,11422126,284188,10546057,591881
2024-10-21,UK,9362,188,8531,11431488,284376,10554588,592524
2024-10-22,UK,14673,392,13554,11446161,284768,10568142,593251
2024-10-23,UK,15048,355,13752,11461209,285123,10581894,594192
2024-10-24,UK,11731,316,11021,11472940,285439,10592915,594586
2024-10-25,UK,14500,388,13542,11487440,285827,10606457,595156
2024-10-26,UK,9341,246,8498,11496781,286073,10614955,595753
2024-10-27,UK,11565,238,10634,11508346,286311,10625589,596446
2024-10-28,UK,8929,233,8187,11517275,286544,10633776,596955
2024-10-29,UK,10183,231,9610,11527458,286775,10643386,597297
2024-10-30,UK,11961,285,11009,11539419,287060,10654395,597964
2024-10-31,UK,14799,322,13560,11554218,287382,10667955,598881
2024-11-01,UK,14007,332,12608,11568225,287714,10680563,599948
2024-11-02,UK,10200,205,9562,11578425,287919,10690125,600381
2024-11-03,UK,9067,229,8167,11587492,288148,10698292,601052
2024-11-04,UK,11289,317,10672,11598781,288465,10708964,601352
2024-11-05,UK,8613,250,7974,11607394,288715,10716938,601741
2024-11-06,UK,8946,261,8074,11616340,288976,10725012,602352
2024-11-07,UK,10354,248,9442,11626694,289224,10734454,603016
2024-11-08,UK,14762,350,13381,11641456,289574,10747835,604047
2024-11-09,UK,12583,332,11731,11654039,289906,10759566,604567
2024-11-10,UK,11853,336,11037,11665892,290242,10770603,605047
2024-11-11,UK,13061,262,11896,11678953,290504,10782499,605950
2024-11-12,UK,9030,191,8201,11687983,290695,10790700,606588
2020-01-01,France,1057,27,0,1057,27,0,1030
2020-01-02,France,737,15,0,1794,42,0,1752
2020-01-03,France,1018,23,0,2812,65,0,2747
2020-01-04,France,1081,29,0,3893,94,0,3799
2020-01-05,France,964,22,0,4857,116,0,4741
2020-01-06,France,985,25,0,5842,141,0,5701
2020-01-07,France,856,18,0,6698,159,0,6539
2020-01-08,France,1130,24,0,7828,183,0,7645
2020-01-09,France,986,20,0,8814,203,0,8611
2020-01-10,France,1211,29,0,10025,232,0,9793
2020-01-11,France,849,25,0,10874,257,0,10617
2020-01-12,France,1005,28,0,11879,285,0,11594
2020-01-13,France,1119,25,0,12998,310,0,12688
2020-01-14,France,1018,28,0,14016,338,0,13678
2020-01-15,France,1493,38,0,15509,376,0,15133
2020-01-16,France,920,21,862,16429,397,862,15170
2020-01-17,France,1526,34,1395,17955,431,2257,15267
2020-01-18,France,1088,27,985,19043,458,3242,15343
2020-01-19,France,873,22,817,19916,480,4059,15377
2020-01-20,France,1320,30,1211,21236,510,5270,15456
2020-01-21,France,1047,30,986,22283,540,6256,15487
2020-01-22,France,1488,35,1369,23771,575,7625,15571
2020-01-23,France,1591,41,1486,25362,616,9111,15635
2020-01-24,France,1044,26,965,26406,642,10076,15688
2020-01-25,France,1192,28,1073,27598,670,11149,15779
2020-01-26,France,1744,42,1640,29342,712,12789,15841
2020-01-27,France,1661,38,1530,31003,750,14319,15934
2020-01-28,France,1355,31,1278,32358,781,15597,15980
2020-01-29,France,1123,27,1062,33481,808,16659,16014
2020-01-30,France,1020,22,958,34501,830,17617,16054
2020-01-31,France,1074,26,968,35575,856,18585,16134
2020-02-01,France,1365,30,1228,36940,886,19813,16241
2020-02-02,France,1443,38,1344,38383,924,21157,16302
2020-02-03,France,1143,28,1034,39526,952,22191,16383
2020-02-04,France,1465,34,1350,40991,986,23541,16464
2020-02-05,France,1146,24,1046,42137,1010,24587,16540
2020-02-06,France,1174,26,1075,43311,1036,25662,16613
2020-02-07,France,1540,34,1440,44851,1070,27102,16679
2020-02-08,France,2070,56,1900,46921,1126,29002,16793
2020-02-09,France,1240,34,1159,48161,1160,30161,16840
2020-02-10,France,2141,52,1932,50302,1212,32093,16997
2020-02-11,France,1901,40,1799,52203,1252,33892,17059
2020-02-12,France,1270,33,1176,53473,1285,35068,17120
2020-02-13,France,1795,43,1702,55268,1328,36770,17170
2020-02-14,France,2194,62,2018,57462,1390,38788,17284
2020-02-15,France,1458,33,1376,58920,1423,40164,17333
2020-02-16,France,1838,40,1683,60758,1463,41847,17448
2020-02-17,France,1917,43,1789,62675,1506,43636,17533
2020-02-18,France,1779,45,1601,64454,1551,45237,17666
2020-02-19,France,2050,42,1864,66504,1593,47101,17810
2020-02-20,France,1577,43,1457,68081,1636,48558,17887
2020-02-21,France,1856,50,1720,69937,1686,50278,17973
2020-02-22,France,1615,32,1505,71552,1718,51783,18051
2020-02-23,France,2002,43,1862,73554,1761,53645,18148
2020-02-24,France,1871,41,1701,75425,1802,55346,18277
2020-02-25,France,2347,63,2183,77772,1865,57529,18378
2020-02-26,France,1967,54,1783,79739,1919,59312,18508
2020-02-27,France,2094,59,1914,81833,1978,61226,18629
2020-02-28,France,1474,42,1394,83307,2020,62620,18667
2020-02-29,France,1838,50,1729,85145,2070,64349,18726
2020-03-01,France,3606,104,3328,88751,2174,67677,18900
2020-03-02,France,3101,80,2819,91852,2254,70496,19102
2020-03-03,France,2347,58,2140,94199,2312,72636,19251
2020-03-04,France,3747,80,3507,97946,2392,76143,19411
2020-03-05,France,3678,97,3318,101624,2489,79461,19674
2020-03-06,France,2572,56,2388,104196,2545,81849,19802
2020-03-07,France,2629,78,2374,106825,2623,84223,19979
2020-03-08,France,3349,74,3147,110174,2697,87370,20107
2020-03-09,France,3199,73,2913,113373,2770,90283,20320
2020-03-10,France,2817,74,2620,116190,2844,92903,20443
2020-03-11,France,3296,95,2967,119486,2939,95870,20677
2020-03-12,France,3627,84,3322,123113,3023,99192,20898
2020-03-13,France,2496,70,2332,125609,3093,101524,20992
2020-03-14,France,2612,62,2470,128221,3155,103994,21072
2020-03-15,France,3287,80,3071,131508,3235,107065,21208
2020-03-16,France,3697,81,3504,135205,3316,110569,21320
2020-03-17,France,2699,54,2541,137904,3370,113110,21424
2020-03-18,France,4134,123,3764,142038,3493,116874,21671
2020-03-19,France,2825,78,2603,144863,3571,119477,21815
2020-03-20,France,3875,107,3664,148738,3678,123141,21919
2020-03-21,France,3628,89,3304,152366,3767,126445,22154
2020-03-22,France,4654,112,4357,157020,3879,130802,22339
2020-03-23,France,4171,84,3836,161191,3963,134638,22590
2020-03-24,France,4733,129,4266,165924,4092,138904,22928
2020-03-25,France,4495,90,4171,170419,4182,143075,23162
2020-03-26,France,2812,66,2535,173231,4248,145610,23373
2020-03-27,France,4152,90,3841,177383,4338,149451,23594
2020-03-28,France,3464,91,3132,180847,4429,152583,23835
2020-03-29,France,4737,125,4450,185584,4554,157033,23997
2020-03-30,France,3520,72,3326,189104,4626,160359,24119
2020-03-31,France,3489,93,3291,192593,4719,163650,24224
2020-04-01,France,4022,110,3721,196615,4829,167371,24415
2020-04-02,France,3949,95,3627,200564,4924,170998,24642
2020-04-03,France,5234,148,4823,205798,5072,175821,24905
2020-04-04,France,3350,95,3056,209148,5167,178877,25104
2020-04-05,France,4007,112,3739,213155,5279,182616,25260
2020-04-06,France,3921,111,3687,217076,5390,186303,25383
2020-04-07,France,4080,120,3725,221156,5510,190028,25618
2020-04-08,France,4139,85,3843,225295,5595,193871,25829
2020-04-09,France,3795,98,3538,229090,5693,197409,25988
2020-04-10,France,3674,92,3346,232764,5785,200755,26224
2020-04-11,France,4727,130,4414,237491,5915,205169,26407
2020-04-12,France,5209,147,4872,242700,6062,210041,26597
2020-04-13,France,5511,143,4981,248211,6205,215022,26984
2020-04-14,France,4887,132,4502,253098,6337,219524,27237
2020-04-15,France,4903,128,4489,258001,6465,224013,27523
2020-04-16,France,4168,119,3875,262169,6584,227888,27697
2020-04-17,France,5587,123,5258,267756,6707,233146,27903
2020-04-18,France,5563,135,5066,273319,6842,238212,28265
2020-04-19,France,3751,83,3486,277070,6925,241698,28447
2020-04-20,France,6000,126,5430,283070,7051,247128,28891
2020-04-21,France,5537,143,5242,288607,7194,252370,29043
2020-04-22,France,5034,133,4696,293641,7327,257066,29248
2020-04-23,France,6198,144,5667,299839,7471,262733,29635
2020-04-24,France,6315,140,5688,306154,7611,268421,30122
2020-04-25,France,5659,123,5220,311813,7734,273641,30438
2020-04-26,France,5830,174,5502,317643,7908,279143,30592
2020-04-27,France,4016,88,3733,321659,7996,282876,30787
2020-04-28,France,5268,153,4988,326927,8149,287864,30914
2020-04-29,France,4586,129,4340,331513,8278,292204,31031
2020-04-30,France,4184,100,3862,335697,8378,296066,31253
2020-05-01,France,5302,132,4996,340999,8510,301062,31427
2020-05-02,France,6206,156,5867,347205,8666,306929,31610
2020-05-03,France,4171,102,3887,351376,8768,310816,31792
2020-05-04,France,5889,121,5493,357265,8889,316309,32067
2020-05-05,France,6988,160,6424,364253,9049,322733,32471
2020-05-06,France,4000,107,3797,368253,9156,326530,32567
2020-05-07,France,4526,123,4203,372779,9279,330733,32767
2020-05-08,France,5126,118,4805,377905,9397,335538,32970
2020-05-09,France,5849,148,5518,383754,9545,341056,33153
2020-05-10,France,4861,98,4540,388615,9643,345596,33376
2020-05-11,France,5725,153,5330,394340,9796,350926,33618
2020-05-12,France,5941,166,5404,400281,9962,356330,33989
2020-05-13,France,6362,142,5726,406643,10104,362056,34483
2020-05-14,France,6204,181,5631,412847,10285,367687,34875
2020-05-15,France,5456,115,5139,418303,10400,372826,35077
2020-05-16,France,4309,124,3967,422612,10524,376793,35295
2020-05-17,France,5486,116,4964,428098,10640,381757,35701
2020-05-18,France,5301,153,4965,433399,10793,386722,35884
2020-05-19,France,6629,159,6058,440028,10952,392780,36296
2020-05-20,France,6002,175,5686,446030,11127,398466,36437
2020-05-21,France,5397,148,4954,451427,11275,403420,36732
2020-05-22,France,6053,127,5740,457480,11402,409160,36918
2020-05-23,France,5213,126,4693,462693,11528,413853,37312
2020-05-24,France,4496,113,4122,467189,11641,417975,37573
2020-05-25,France,7247,175,6714,474436,11816,424689,37931
2020-05-26,France,4848,130,4449,479284,11946,429138,38200
2020-05-27,France,5933,139,5436,485217,12085,434574,38558
2020-05-28,France,4981,144,4697,490198,12229,439271,38698
2020-05-29,France,5411,149,5029,495609,12378,444300,38931
2020-05-30,France,6250,143,5669,501859,12521,449969,39369
2020-05-31,France,7724,170,7156,509583,12691,457125,39767
2020-06-01,France,8011,240,7216,517594,12931,464341,40322
2020-06-02,France,7524,213,7080,525118,13144,471421,40553
2020-06-03,France,7920,216,7307,533038,13360,478728,40950
2020-06-04,France,8316,200,7503,541354,13560,486231,41563
2020-06-05,France,7035,197,6425,548389,13757,492656,41976
2020-06-06,France,8233,206,7578,556622,13963,500234,42425
2020-06-07,France,5322,148,4878,561944,14111,505112,42721
2020-06-08,France,4850,126,4494,566794,14237,509606,42951
2020-06-09,France,4799,125,4528,571593,14362,514134,43097
2020-06-10,France,7708,170,7194,579301,14532,521328,43441
2020-06-11,France,4771,132,4446,584072,14664,525774,43634
2020-06-12,France,8091,200,7478,592163,14864,533252,44047
2020-06-13,France,8214,231,7629,600377,15095,540881,44401
2020-06-14,France,6783,192,6218,607160,15287,547099,44774
2020-06-15,France,5436,123,4949,612596,15410,552048,45138
2020-06-16,France,6438,146,5798,619034,15556,557846,45632
2020-06-17,France,6168,125,5614,625202,15681,563460,46061
2020-06-18,France,8012,190,7487,633214,15871,570947,46396
2020-06-19,France,6142,154,5829,639356,16025,576776,46555
2020-06-20,France,7320,182,6821,646676,16207,583597,46872
2020-06-21,France,5869,132,5287,652545,16339,588884,47322
2020-06-22,France,6376,180,5981,658921,16519,594865,47537
2020-06-23,France,5159,137,4754,664080,16656,599619,47805
2020-06-24,France,5707,149,5213,669787,16805,604832,48150
2020-06-25,France,7797,218,7034,677584,17023,611866,48695
2020-06-26,France,6028,125,5699,683612,17148,617565,48899
2020-06-27,France,7638,211,7001,691250,17359,624566,49325
2020-06-28,France,6277,178,5654,697527,17537,630220,49770
2020-06-29,France,5910,136,5331,703437,17673,635551,50213
2020-06-30,France,5517,151,5148,708954,17824,640699,50431
2020-07-01,France,7179,181,6626,716133,18005,647325,50803
2020-07-02,France,7812,230,7075,723945,18235,654400,51310
2020-07-03,France,6511,163,5998,730456,18398,660398,51660
2020-07-04,France,6348,184,5879,736804,18582,666277,51945
2020-07-05,France,5888,117,5452,742692,18699,671729,52264
2020-07-06,France,8423,239,7715,751115,18938,679444,52733
2020-07-07,France,8080,232,7553,759195,19170,686997,53028
2020-07-08,France,8843,201,8210,768038,19371,695207,53460
2020-07-09,France,5961,157,5430,773999,19528,700637,53834
2020-07-10,France,9640,234,9031,783639,19762,709668,54209
2020-07-11,France,6907,176,6463,790546,19938,716131,54477
2020-07-12,France,8723,188,8033,799269,20126,724164,54979
2020-07-13,France,7491,219,6820,806760,20345,730984,55431
2020-07-14,France,9194,224,8596,815954,20569,739580,55805
2020-07-15,France,7090,154,6590,823044,20723,746170,56151
2020-07-16,France,8361,220,7809,831405,20943,753979,56483
2020-07-17,France,7070,210,6550,838475,21153,760529,56793
2020-07-18,France,9493,262,8766,847968,21415,769295,57258
2020-07-19,France,7702,176,6988,855670,21591,776283,57796
2020-07-20,France,7168,169,6573,862838,21760,782856,58222
2020-07-21,France,6864,180,6381,869702,21940,789237,58525
2020-07-22,France,5535,133,5023,875237,22073,794260,58904
2020-07-23,France,6061,165,5521,881298,22238,799781,59279
2020-07-24,France,7664,187,7090,888962,22425,806871,59666
2020-07-25,France,8175,243,7718,897137,22668,814589,59880
2020-07-26,France,6543,175,6076,903680,22843,820665,60172
2020-07-27,France,5654,159,5304,909334,23002,825969,60363
2020-07-28,France,7514,212,7090,916848,23214,833059,60575
2020-07-29,France,8879,233,8189,925727,23447,841248,61032
2020-07-30,France,8691,221,8173,934418,23668,849421,61329
2020-07-31,France,10191,263,9530,944609,23931,858951,61727
2020-08-01,France,5872,163,5408,950481,24094,864359,62028
2020-08-02,France,7039,155,6519,957520,24249,870878,62393
2020-08-03,France,10264,295,9517,967784,24544,880395,62845
2020-08-04,France,8542,174,7881,976326,24718,888276,63332
2020-08-05,France,6577,165,6035,982903,24883,894311,63709
2020-08-06,France,5892,146,5319,988795,25029,899630,64136
2020-08-07,France,8374,198,7950,997169,25227,907580,64362
2020-08-08,France,9255,243,8407,1006424,25470,915987,64967
2020-08-09,France,9579,211,8747,1016003,25681,924734,65588
2020-08-10,France,8075,194,7479,1024078,25875,932213,65990
2020-08-11,France,9770,289,9127,1033848,26164,941340,66344
2020-08-12,France,7550,162,7019,1041398,26326,948359,66713
2020-08-13,France,8924,194,8449,1050322,26520,956808,66994
2020-08-14,France,9442,245,8796,1059764,26765,965604,67395
2020-08-15,France,7262,151,6854,1067026,26916,972458,67652
2020-08-16,France,8301,178,7706,1075327,27094,980164,68069
2020-08-17,France,9485,239,8720,1084812,27333,988884,68595
2020-08-18,France,8846,244,8187,1093658,27577,997071,69010
2020-08-19,France,6318,177,5891,1099976,27754,1002962,69260
2020-08-20,France,8048,234,7399,1108024,27988,1010361,69675
2020-08-21,France,9379,278,8458,1117403,28266,1018819,70318
2020-08-22,France,6259,153,5674,1123662,28419,1024493,70750
2020-08-23,France,8030,172,7449,1131692,28591,1031942,71159
2020-08-24,France,7580,197,6909,1139272,28788,1038851,71633
2020-08-25,France,7035,190,6564,1146307,28978,1045415,71914
2020-08-26,France,9844,261,9158,1156151,29239,1054573,72339
2020-08-27,France,7918,162,7408,1164069,29401,1061981,72687
2020-08-28,France,5919,147,5463,1169988,29548,1067444,72996
2020-08-29,France,8708,249,8178,1178696,29797,1075622,73277
2020-08-30,France,9938,297,9039,1188634,30094,1084661,73879
2020-08-31,France,7443,182,6996,1196077,30276,1091657,74144
2020-09-01,France,7876,215,7390,1203953,30491,1099047,74415
2020-09-02,France,9825,261,9274,1213778,30752,1108321,74705
2020-09-03,France,6203,144,5778,1219981,30896,1114099,74986
2020-09-04,France,9052,250,8345,1229033,31146,1122444,75443
2020-09-05,France,10149,239,9460,1239182,31385,1131904,75893
2020-09-06,France,8286,216,7737,1247468,31601,1139641,76226
2020-09-07,France,9337,234,8735,1256805,31835,1148376,76594
2020-09-08,France,7088,144,6509,1263893,31979,1154885,77029
2020-09-09,France,8209,181,7786,1272102,32160,1162671,77271
2020-09-10,France,7239,167,6690,1279341,32327,1169361,77653
2020-09-11,France,5965,174,5399,1285306,32501,1174760,78045
2020-09-12,France,6459,143,6022,1291765,32644,1180782,78339
2020-09-13,France,7291,149,6707,1299056,32793,1187489,78774
2020-09-14,France,10558,223,9833,1309614,33016,1197322,79276
2020-09-15,France,7634,224,7074,1317248,33240,1204396,79612
2020-09-16,France,6072,123,5658,1323320,33363,1210054,79903
2020-09-17,France,9998,244,9221,1333318,33607,1219275,80436
2020-09-18,France,5963,171,5435,1339281,33778,1224710,80793
2020-09-19,France,10455,293,9737,1349736,34071,1234447,81218
2020-09-20,France,7440,186,6793,1357176,34257,1241240,81679
2020-09-21,France,10457,269,9564,1367633,34526,1250804,82303
2020-09-22,France,10153,303,9553,1377786,34829,1260357,82600
2020-09-23,France,7749,221,7343,1385535,35050,1267700,82785
2020-09-24,France,9649,199,8789,1395184,35249,1276489,83446
2020-09-25,France,6334,146,5769,1401518,35395,1282258,83865
2020-09-26,France,8099,215,7640,1409617,35610,1289898,84109
2020-09-27,France,7395,217,6790,1417012,35827,1296688,84497
2020-09-28,France,9095,196,8599,1426107,36023,1305287,84797
2020-09-29,France,8907,237,8120,1435014,36260,1313407,85347
2020-09-30,France,8122,240,7624,1443136,36500,1321031,85605
2020-10-01,France,6659,135,6181,1449795,36635,1327212,85948
2020-10-02,France,6074,155,5746,1455869,36790,1332958,86121
2020-10-03,France,8838,233,8394,1464707,37023,1341352,86332
2020-10-04,France,6727,146,6084,1471434,37169,1347436,86829
2020-10-05,France,9747,266,8805,1481181,37435,1356241,87505
2020-10-06,France,7291,199,6757,1488472,37634,1362998,87840
2020-10-07,France,8419,235,7587,1496891,37869,1370585,88437
2020-10-08,France,7850,173,7179,1504741,38042,1377764,88935
2020-10-09,France,7445,183,6795,1512186,38225,1384559,89402
2020-10-10,France,6440,136,6035,1518626,38361,1390594,89671
2020-10-11,France,8326,211,7764,1526952,38572,1398358,90022
2020-10-12,France,9985,248,9356,1536937,38820,1407714,90403
2020-10-13,France,9980,260,9193,1546917,39080,1416907,90930
2020-10-14,France,7671,179,7267,1554588,39259,1424174,91155
2020-10-15,France,9830,204,9173,1564418,39463,1433347,91608
2020-10-16,France,7470,190,6964,1571888,39653,1440311,91924
2020-10-17,France,10015,289,9063,1581903,39942,1449374,92587
2020-10-18,France,9265,213,8465,1591168,40155,1457839,93174
2020-10-19,France,7792,210,7035,1598960,40365,1464874,93721
2020-10-20,France,8305,233,7558,1607265,40598,1472432,94235
2020-10-21,France,7801,191,7030,1615066,40789,1479462,94815
2020-10-22,France,10188,264,9535,1625254,41053,1488997,95204
2020-10-23,France,6075,146,5669,1631329,41199,1494666,95464
2020-10-24,France,10156,301,9531,1641485,41500,1504197,95788
2020-10-25,France,5601,120,5310,1647086,41620,1509507,95959
2020-10-26,France,8425,250,7898,1655511,41870,1517405,96236
2020-10-27,France,8133,215,7476,1663644,42085,1524881,96678
2020-10-28,France,9256,195,8742,1672900,42280,1533623,96997
2020-10-29,France,7361,180,6670,1680261,42460,1540293,97508
2020-10-30,France,8883,265,8178,1689144,42725,1548471,97948
2020-10-31,France,9822,196,9329,1698966,42921,1557800,98245
2020-11-01,France,8850,258,8087,1707816,43179,1565887,98750
2020-11-02,France,9132,266,8280,1716948,43445,1574167,99336
2020-11-03,France,9288,197,8675,1726236,43642,1582842,99752
2020-11-04,France,9865,223,9168,1736101,43865,1592010,100226
2020-11-05,France,5536,160,5040,1741637,44025,1597050,100562
2020-11-06,France,7347,178,6693,1748984,44203,1603743,101038
2020-11-07,France,7255,171,6798,1756239,44374,1610541,101324
2020-11-08,France,5748,164,5349,1761987,44538,1615890,101559
2020-11-09,France,6799,179,6212,1768786,44717,1622102,101967
2020-11-10,France,7131,162,6427,1775917,44879,1628529,102509
2020-11-11,France,6031,135,5686,1781948,45014,1634215,102719
2020-11-12,France,5558,128,5112,1787506,45142,1639327,103037
2020-11-13,France,6890,198,6249,1794396,45340,1645576,103480
2020-11-14,France,8894,250,8053,1803290,45590,1653629,104071
2020-11-15,France,6963,173,6311,1810253,45763,1659940,104550
2020-11-16,France,6206,159,5828,1816459,45922,1665768,104769
2020-11-17,France,6811,197,6259,1823270,46119,1672027,105124
2020-11-18,France,7936,185,7373,1831206,46304,1679400,105502
2020-11-19,France,5895,128,5507,1837101,46432,1684907,105762
2020-11-20,France,6848,197,6441,1843949,46629,1691348,105972
2020-11-21,France,6491,132,5912,1850440,46761,1697260,106419
2020-11-22,France,8949,249,8418,1859389,47010,1705678,106701
2020-11-23,France,6570,195,6157,1865959,47205,1711835,106919
2020-11-24,France,6603,136,6181,1872562,47341,1718016,107205
2020-11-25,France,6033,177,5721,1878595,47518,1723737,107340
2020-11-26,France,8519,249,7776,1887114,47767,1731513,107834
2020-11-27,France,7494,185,6812,1894608,47952,1738325,108331
2020-11-28,France,9049,201,8144,1903657,48153,1746469,109035
2020-11-29,France,7107,159,6479,1910764,48312,1752948,109504
2020-11-30,France,6153,145,5653,1916917,48457,1758601,109859
2020-12-01,France,8241,171,7699,1925158,48628,1766300,110230
2020-12-02,France,6294,178,5711,1931452,48806,1772011,110635
2020-12-03,France,5420,122,5089,1936872,48928,1777100,110844
2020-12-04,France,6974,175,6482,1943846,49103,1783582,111161
2020-12-05,France,6352,131,5994,1950198,49234,1789576,111388
2020-12-06,France,5017,101,4596,1955215,49335,1794172,111708
2020-12-07,France,6010,149,5539,1961225,49484,1799711,112030
2020-12-08,France,5361,117,5012,1966586,49601,1804723,112262
2020-12-09,France,8356,209,7545,1974942,49810,1812268,112864
2020-12-10,France,7992,202,7578,1982934,50012,1819846,113076
2020-12-11,France,5283,116,4776,1988217,50128,1824622,113467
2020-12-12,France,5297,109,4827,1993514,50237,1829449,113828
2020-12-13,France,6917,166,6443,2000431,50403,1835892,114136
2020-12-14,France,8843,178,8311,2009274,50581,1844203,114490
2020-12-15,France,5196,127,4688,2014470,50708,1848891,114871
2020-12-16,France,7658,201,7014,2022128,50909,1855905,115314
2020-12-17,France,6100,142,5628,2028228,51051,1861533,115644
2020-12-18,France,5056,133,4715,2033284,51184,1866248,115852
2020-12-19,France,4834,138,4549,2038118,51322,1870797,115999
2020-12-20,France,7521,168,7072,2045639,51490,1877869,116280
2020-12-21,France,5098,149,4633,2050737,51639,1882502,116596
2020-12-22,France,7839,157,7068,2058576,51796,1889570,117210
2020-12-23,France,5533,113,5244,2064109,51909,1894814,117386
2020-12-24,France,6530,152,6088,2070639,52061,1900902,117676
2020-12-25,France,8594,250,7742,2079233,52311,1908644,118278
2020-12-26,France,6070,171,5514,2085303,52482,1914158,118663
2020-12-27,France,7737,162,7268,2093040,52644,1921426,118970
2020-12-28,France,4831,116,4356,2097871,52760,1925782,119329
2020-12-29,France,5981,134,5603,2103852,52894,1931385,119573
2020-12-30,France,6979,140,6624,2110831,53034,1938009,119788
2020-12-31,France,8447,244,7689,2119278,53278,1945698,120302
2021-01-01,France,10244,219,9289,2129522,53497,1954987,121038
2021-01-02,France,6984,142,6631,2136506,53639,1961618,121249
2021-01-03,France,7477,222,6778,2143983,53861,1968396,121726
2021-01-04,France,9768,199,8975,2153751,54060,1977371,122320
2021-01-05,France,9692,203,9044,2163443,54263,1986415,122765
2021-01-06,France,9451,193,8541,2172894,54456,1994956,123482
2021-01-07,France,10193,229,9330,2183087,54685,2004286,124116
2021-01-08,France,7345,154,6694,2190432,54839,2010980,124613
2021-01-09,France,7069,154,6495,2197501,54993,2017475,125033
2021-01-10,France,11253,314,10216,2208754,55307,2027691,125756
2021-01-11,France,9969,224,9387,2218723,55531,2037078,126114
2021-01-12,France,8264,188,7489,2226987,55719,2044567,126701
2021-01-13,France,7686,192,7032,2234673,55911,2051599,127163
2021-01-14,France,10275,268,9467,2244948,56179,2061066,127703
2021-01-15,France,6096,137,5642,2251044,56316,2066708,128020
2021-01-16,France,8287,187,7767,2259331,56503,2074475,128353
2021-01-17,France,9826,253,9018,2269157,56756,2083493,128908
2021-01-18,France,8294,203,7742,2277451,56959,2091235,129257
2021-01-19,France,9247,265,8434,2286698,57224,2099669,129805
2021-01-20,France,9419,240,8771,2296117,57464,2108440,130213
2021-01-21,France,6910,170,6299,2303027,57634,2114739,130654
2021-01-22,France,8065,223,7393,2311092,57857,2122132,131103
2021-01-23,France,6887,164,6528,2317979,58021,2128660,131298
2021-01-24,France,7863,183,7409,2325842,58204,2136069,131569
2021-01-25,France,7322,202,6732,2333164,58406,2142801,131957
2021-01-26,France,6750,188,6369,2339914,58594,2149170,132150
2021-01-27,France,8536,223,7860,2348450,58817,2157030,132603
2021-01-28,France,7452,168,6998,2355902,58985,2164028,132889
2021-01-29,France,7792,175,7343,2363694,59160,2171371,133163
2021-01-30,France,9444,203,8914,2373138,59363,2180285,133490
2021-01-31,France,9833,289,9303,2382971,59652,2189588,133731
2021-02-01,France,7882,214,7356,2390853,59866,2196944,134043
2021-02-02,France,7591,194,7097,2398444,60060,2204041,134343
2021-02-03,France,9403,226,8820,2407847,60286,2212861,134700
2021-02-04,France,10302,265,9729,2418149,60551,2222590,135008
2021-02-05,France,9623,207,8758,2427772,60758,2231348,135666
2021-02-06,France,10429,287,9588,2438201,61045,2240936,136220
2021-02-07,France,10484,225,9489,2448685,61270,2250425,136990
2021-02-08,France,8223,177,7588,2456908,61447,2258013,137448
2021-02-09,France,9067,266,8591,2465975,61713,2266604,137658
2021-02-10,France,9559,243,8710,2475534,61956,2275314,138264
2021-02-11,France,7185,211,6569,2482719,62167,2281883,138669
2021-02-12,France,8564,214,7891,2491283,62381,2289774,139128
2021-02-13,France,9158,185,8601,2500441,62566,2298375,139500
2021-02-14,France,7777,197,7114,2508218,62763,2305489,139966
2021-02-15,France,8157,215,7592,2516375,62978,2313081,140316
2021-02-16,France,9556,263,8976,2525931,63241,2322057,140633
2021-02-17,France,6192,129,5839,2532123,63370,2327896,140857
2021-02-18,France,9158,228,8288,2541281,63598,2336184,141499
2021-02-19,France,10265,258,9339,2551546,63856,2345523,142167
